3025,2,2,3,87,0,277
3026,2,2,3,87,0,257
3027,2,2,3,87,0,285
3028,2,2,3,87,0,282
3029,2,2,3,87,0,312
3030,2,2,3,87,0,285
3031,2,2,3,87,0,286
3042,3,2,5,87,,70
3057,2,1,2,88,,13
3058,2,2,3,88,0,33
3059,2,1,2,32,0,13
3060,1,0,1,1,0,3
3061,2,2,3,20,0,36
3062,2,2,3,88,0,32
3074,3,2,5,87,,66
3089,2,1,2,88,,12
3090,2,2,3,88,0,32
3091,2,1,2,32,0,13
3092,1,0,1,1,0,2
3093,2,2,3,20,0,39
3094,2,2,3,88,0,33
3103,3,2,5,87,0,346
3104,2,2,3,87,0,292
3113,3,2,5,87,0,420
3114,2,2,3,87,0,301
3123,3,2,5,87,0,337
3124,2,2,3,87,0,296
3133,3,2,5,87,0,338
3134,2,2,3,87,0,312
3143,3,2,5,87,0,339
3144,2,2,3,87,0,296
3153,3,2,5,87,0,340
3154,2,2,3,87,0,296
3164,1,0,1,0,0,2
3165,2,2,3,87,0,303
3166,2,2,3,87,0,299
3167,1,0,1,0,0,3
3168,4,2,7,87,0,788
3169,2,2,3,87,0,293
3170,2,2,3,87,0,293
3171,1,0,1,0,0,2
3172,1,0,1,0,0,2
3173,2,2,3,10,0,98
3174,1,0,1,0,0,2
3175,2,2,3,18,0,144
3176,2,2,3,18,0,142
3177,3,2,5,87,0,546
3178,2,2,3,87,0,302
3199,1,0,1,0,0,2
3200,2,2,3,90,0,57
3201,2,2,3,90,0,32
3202,2,1,2,90,0,14
3203,2,2,3,90,0,56
3204,2,1,2,32,0,13
3205,1,0,1,0,0,2
3206,1,0,1,0,0,1
3207,2,2,3,10,0,101
3208,1,0,1,0,0,2
3209,3,2,5,33,0,37
3210,3,2,5,33,0,35
3211,3,2,5,90,0,45
3212,2,2,3,90,0,32
3222,1,0,1,0,0,3
3223,2,2,3,87,0,301
3224,2,2,3,87,0,294
3225,1,0,1,0,0,2
3226,4,2,7,87,0,725
3227,2,2,3,87,0,296
3228,2,2,3,87,0,304
3229,1,0,1,0,0,2
3230,1,0,1,0,0,2
3231,2,2,3,10,0,99
3232,1,0,1,0,0,2
3233,2,2,3,18,0,144
3234,2,2,3,18,0,145
3235,3,2,5,87,0,570
3236,2,2,3,87,0,296
3245,1,0,1,0,0,3
3246,2,2,3,87,0,293
3247,2,2,3,87,0,293
3248,4,2,7,87,0,881
3249,2,2,3,87,0,311
3258,3,2,5,32,0,539
3259,2,2,3,87,0,307
3260,2,2,3,87,0,298
3269,3,2,5,32,0,553
3270,2,2,3,87,0,305
3271,2,2,3,87,0,301
3280,3,2,5,32,0,543
3281,2,2,3,87,0,304
3282,2,2,3,87,0,300
3291,3,2,5,32,0,546
3292,2,2,3,87,0,312
3293,2,2,3,87,0,303
3321,1,0,1,0,0,2
3322,2,2,3,87,0,33
3323,2,2,3,87,0,31
3358,1,0,1,0,0,2
3359,1,0,1,0,0,2
3360,2,2,3,87,0,33
3361,2,2,3,87,0,32
3404,1,0,1,0,0,2
3405,2,2,3,87,0,33
3406,2,2,3,87,0,32
3420,2,2,3,32,,3
3427,2,2,3,32,,2
3455,1,0,1,0,0,2
3456,2,2,3,87,0,33
3457,2,2,3,87,0,32
3471,2,2,3,32,,2
3478,2,2,3,32,,2
3506,1,0,1,0,0,2
3507,2,2,3,87,0,323
3508,2,2,3,87,0,312
3517,2,2,3,87,0,316
3518,1,0,1,0,0,3
3519,1,0,1,0,0,2
3520,1,0,1,0,0,2
3521,2,2,3,87,0,313
3522,1,0,1,0,0,2
3523,1,0,1,0,0,2
3524,1,0,1,0,0,1
3534,2,2,3,87,0,312
3535,1,0,1,0,0,3
3536,1,0,1,0,0,2
3537,1,0,1,0,0,2
3538,2,2,3,87,0,310
3539,1,0,1,0,0,2
3540,1,0,1,0,0,1
3541,1,0,1,0,0,2
3550,2,2,3,87,0,316
3551,1,0,1,0,0,2
3552,1,0,1,0,0,2
3553,1,0,1,0,0,2
3554,2,2,3,87,0,321
3555,1,0,1,0,0,2
3556,1,0,1,0,0,5
3557,1,0,1,0,0,2
3568,1,0,1,0,0,2
3569,1,0,1,0,0,2
3570,1,0,1,0,0,2
3571,1,0,1,0,0,2
3572,1,0,1,0,0,2
3573,2,2,3,87,0,318
3574,1,0,1,0,0,2
3575,1,0,1,0,0,2
3576,1,0,1,0,0,1
3577,1,0,1,0,0,1
3578,2,2,3,87,0,312
3579,1,0,1,0,0,2
3580,1,0,1,0,0,2
3581,1,0,1,0,0,2
3582,1,0,1,0,0,1
3583,2,2,3,87,0,35
3584,2,2,3,87,0,35
3594,2,2,3,87,0,310
3595,1,0,1,0,0,3
3596,1,0,1,0,0,2
3597,1,0,1,0,0,2
3598,2,2,3,87,0,317
3599,1,0,1,0,0,2
3600,1,0,1,0,0,2
3601,1,0,1,0,0,2
3612,2,2,3,87,0,309
3613,1,0,1,0,0,2
3614,1,0,1,0,0,2
3615,1,0,1,0,0,2
3616,2,2,3,87,0,310
3617,1,0,1,0,0,2
3618,1,0,1,0,0,2
3619,1,0,1,0,0,2
3631,2,2,3,87,0,312
3632,1,0,1,0,0,2
3633,1,0,1,0,0,2
3634,1,0,1,0,0,2
3635,2,2,3,87,0,308
3636,1,0,1,0,0,2
3637,1,0,1,0,0,2
3638,1,0,1,0,0,1
3651,2,2,3,87,0,311
3652,1,0,1,0,0,2
3653,1,0,1,0,0,1
3654,1,0,1,0,0,2
3655,2,2,3,87,0,309
3656,1,0,1,0,0,2
3657,1,0,1,0,0,2
3658,1,0,1,0,0,2
3672,2,2,3,87,0,312
3673,1,0,1,0,0,2
3674,1,0,1,0,0,2
3675,1,0,1,0,0,2
3676,2,2,3,87,0,309
3677,1,0,1,0,0,2
3678,1,0,1,0,0,2
3679,1,0,1,0,0,1
3694,2,2,3,87,0,319
3695,1,0,1,0,0,2
3696,1,0,1,0,0,2
3697,1,0,1,0,0,2
3698,2,2,3,87,0,309
3699,1,0,1,0,0,2
3700,1,0,1,0,0,2
3701,1,0,1,0,0,2
3717,2,2,3,87,0,311
3718,1,0,1,0,0,2
3719,1,0,1,0,0,2
3720,1,0,1,0,0,2
3721,2,2,3,87,0,311
3722,1,0,1,0,0,2
3723,1,0,1,0,0,2
3724,1,0,1,0,0,2
3752,1,0,1,0,0,2
3753,2,2,3,87,0,34
3754,2,2,3,87,0,33
3789,1,0,1,0,0,2
3790,2,2,3,87,0,310
3791,2,2,3,87,0,306
3819,1,0,1,0,0,2
3820,2,2,3,87,0,311
3821,2,2,3,87,0,307
3849,1,0,1,0,0,2
3850,1,0,1,0,0,2
3851,1,0,1,0,0,1
3852,1,0,1,0,0,2
3853,1,0,1,0,0,2
3854,2,2,3,87,0,35
3855,2,2,3,87,0,34
