2707,2,2,3,205,0,558
2718,3,2,5,205,,81
2733,2,1,2,206,,14
2734,2,2,3,206,0,69
2735,2,1,2,58,0,18
2736,1,0,1,1,0,2
2737,2,2,3,20,0,38
2738,2,2,3,206,0,63
2750,3,2,5,205,,101
2765,2,1,2,206,,15
2766,2,2,3,206,0,59
2767,2,1,2,58,0,16
2768,1,0,1,1,0,3
2769,2,2,3,20,0,40
2770,2,2,3,206,0,59
2779,3,2,5,205,0,699
2780,2,2,3,205,0,613
2789,3,2,5,205,0,678
2790,2,2,3,205,0,627
2799,3,2,5,205,0,674
2800,2,2,3,205,0,631
2809,3,2,5,205,0,690
2810,2,2,3,205,0,645
2819,3,2,5,205,0,677
2820,2,2,3,205,0,616
2829,3,2,5,205,0,679
2830,2,2,3,205,0,635
2840,1,0,1,0,0,2
2841,2,2,3,205,0,668
2842,2,2,3,205,0,646
2843,1,0,1,0,0,3
2844,4,2,7,205,0,1164
2845,2,2,3,205,0,636
2846,2,2,3,205,0,634
2847,1,0,1,0,0,2
2848,1,0,1,0,0,1
2849,2,2,3,10,0,97
2850,1,0,1,0,0,2
2851,2,2,3,18,0,144
2852,2,2,3,18,0,141
2853,3,2,5,205,0,867
2854,2,2,3,205,0,612
2875,1,0,1,0,0,2
2876,2,2,3,208,0,83
2877,2,2,3,208,0,58
2878,2,1,2,208,0,18
2879,2,2,3,208,0,82
2880,2,1,2,58,0,17
2881,1,0,1,0,0,1
2882,1,0,1,0,0,2
2883,2,2,3,10,0,101
2884,1,0,1,0,0,2
2885,3,2,5,59,0,44
2886,3,2,5,59,0,43
2887,3,2,5,208,0,71
2888,2,2,3,208,0,59
2898,1,0,1,0,0,3
2899,2,2,3,205,0,646
2900,2,2,3,205,0,639
2901,1,0,1,0,0,2
2902,4,2,7,205,0,1040
2903,2,2,3,205,0,617
2904,2,2,3,205,0,655
2905,1,0,1,0,0,2
2906,1,0,1,0,0,2
2907,2,2,3,10,0,102
2908,1,0,1,0,0,2
2909,2,2,3,18,0,149
2910,2,2,3,18,0,146
2911,3,2,5,205,0,918
2912,2,2,3,205,0,641
2921,1,0,1,0,0,2
2922,2,2,3,205,0,629
2923,2,2,3,205,0,638
2924,4,2,7,205,0,1207
2925,2,2,3,205,0,638
2934,3,2,5,58,0,643
2935,2,2,3,205,0,661
2936,2,2,3,205,0,634
2945,3,2,5,58,0,637
2946,2,2,3,205,0,646
2947,2,2,3,205,0,645
2956,3,2,5,58,0,644
2957,2,2,3,205,0,664
2958,2,2,3,205,0,651
2967,3,2,5,58,0,647
2968,2,2,3,205,0,669
2969,2,2,3,205,0,655
2997,1,0,1,0,0,6
2998,2,2,3,205,0,60
2999,2,2,3,205,0,60
3034,1,0,1,0,0,2
3035,1,0,1,0,0,2
3036,2,2,3,205,0,59
3037,2,2,3,205,0,59
3080,1,0,1,0,0,2
3081,2,2,3,205,0,59
3082,2,2,3,205,0,59
3096,2,2,3,58,,3
3103,2,2,3,58,,3
3131,1,0,1,0,0,2
3132,2,2,3,205,0,60
3133,2,2,3,205,0,60
3147,2,2,3,58,,2
3154,2,2,3,58,,2
3182,1,0,1,0,0,2
3183,2,2,3,205,0,667
3184,2,2,3,205,0,670
3193,2,2,3,205,0,667
3194,1,0,1,0,0,2
3195,1,0,1,0,0,2
3196,1,0,1,0,0,2
3197,2,2,3,205,0,664
3198,1,0,1,0,0,2
3199,1,0,1,0,0,9
3200,1,0,1,0,0,1
3210,2,2,3,205,0,639
3211,1,0,1,0,0,2
3212,1,0,1,0,0,2
3213,1,0,1,0,0,2
3214,2,2,3,205,0,678
3215,1,0,1,0,0,2
3216,1,0,1,0,0,2
3217,1,0,1,0,0,2
3226,2,2,3,205,0,685
3227,1,0,1,0,0,2
3228,1,0,1,0,0,2
3229,1,0,1,0,0,2
3230,2,2,3,205,0,671
3231,1,0,1,0,0,2
3232,1,0,1,0,0,2
3233,1,0,1,0,0,2
3244,1,0,1,0,0,2
3245,1,0,1,0,0,2
3246,1,0,1,0,0,2
3247,1,0,1,0,0,1
3248,1,0,1,0,0,2
3249,2,2,3,205,0,675
3250,1,0,1,0,0,2
3251,1,0,1,0,0,2
3252,1,0,1,0,0,1
3253,1,0,1,0,0,1
3254,2,2,3,205,0,663
3255,1,0,1,0,0,2
3256,1,0,1,0,0,2
3257,1,0,1,0,0,2
3258,1,0,1,0,0,2
3259,2,2,3,205,0,63
3260,2,2,3,205,0,62
3270,2,2,3,205,0,667
3271,1,0,1,0,0,2
3272,1,0,1,0,0,2
3273,1,0,1,0,0,2
3274,2,2,3,205,0,659
3275,1,0,1,0,0,2
3276,1,0,1,0,0,2
3277,1,0,1,0,0,1
3288,2,2,3,205,0,663
3289,1,0,1,0,0,2
3290,1,0,1,0,0,2
3291,1,0,1,0,0,2
3292,2,2,3,205,0,668
3293,1,0,1,0,0,5
3294,1,0,1,0,0,2
3295,1,0,1,0,0,1
3307,2,2,3,205,0,659
3308,1,0,1,0,0,2
3309,1,0,1,0,0,4
3310,1,0,1,0,0,2
3311,2,2,3,205,0,670
3312,1,0,1,0,0,2
3313,1,0,1,0,0,1
3314,1,0,1,0,0,2
3327,2,2,3,205,0,663
3328,1,0,1,0,0,2
3329,1,0,1,0,0,2
3330,1,0,1,0,0,2
3331,2,2,3,205,0,679
3332,1,0,1,0,0,2
3333,1,0,1,0,0,1
3334,1,0,1,0,0,2
3348,2,2,3,205,0,660
3349,1,0,1,0,0,2
3350,1,0,1,0,0,1
3351,1,0,1,0,0,4
3352,2,2,3,205,0,668
3353,1,0,1,0,0,2
3354,1,0,1,0,0,2
3355,1,0,1,0,0,2
3370,2,2,3,205,0,657
3371,1,0,1,0,0,2
3372,1,0,1,0,0,2
3373,1,0,1,0,0,2
3374,2,2,3,205,0,658
3375,1,0,1,0,0,2
3376,1,0,1,0,0,1
3377,1,0,1,0,0,2
3393,2,2,3,205,0,660
3394,1,0,1,0,0,2
3395,1,0,1,0,0,1
3396,1,0,1,0,0,1
3397,2,2,3,205,0,669
3398,1,0,1,0,0,2
3399,1,0,1,0,0,2
3400,1,0,1,0,0,2
3428,1,0,1,0,0,2
3429,2,2,3,205,0,61
3430,2,2,3,205,0,61
3465,1,0,1,0,0,2
3466,2,2,3,205,0,667
3467,2,2,3,205,0,640
3475,2,2,3,205,0,665
3476,1,0,1,0,0,1
3477,1,0,1,0,0,2
3478,1,0,1,0,0,1
3487,2,2,3,205,0,676
3488,1,0,1,0,0,1
3489,1,0,1,0,0,2
3490,1,0,1,0,0,1
3498,2,2,3,205,0,670
3499,1,0,1,0,0,2
3500,1,0,1,0,0,2
3501,1,0,1,0,0,2
3511,2,2,3,205,0,667
3512,1,0,1,0,0,2
3513,1,0,1,0,0,2
3514,1,0,1,0,0,2
3515,1,0,1,0,0,2
3516,2,2,3,205,0,60
3517,2,2,3,205,0,59
3526,2,2,3,205,0,666
3527,1,0,1,0,0,2
3528,1,0,1,0,0,2
3529,1,0,1,0,0,9
3537,3,2,4,205,0,698
3538,2,2,3,205,0,690
3546,3,2,4,205,0,708
3547,2,2,3,205,0,686
3575,1,0,1,0,0,2
3576,1,0,1,0,0,2
3577,2,2,3,205,0,62
3578,2,2,3,205,0,63
3621,1,0,1,0,0,2
3622,1,0,1,0,0,2
3623,1,0,1,0,0,2
3624,2,2,3,205,0,62
3625,2,2,3,205,0,60
3663,1,0,1,0,0,2
3678,1,0,1,0,0,2
3679,2,2,3,205,0,60
3680,2,2,3,205,0,60
3688,1,0,1,0,0,2
3702,1,0,1,0,0,2
3717,1,0,1,0,0,2
3718,2,2,3,205,0,60
3719,2,2,3,205,0,60
3727,1,0,1,0,0,5
3755,1,0,1,0,0,2
3756,1,0,1,0,0,2
3757,2,2,3,205,0,61
3758,2,2,3,205,0,60
3801,1,0,1,0,0,2
3802,1,0,1,0,0,5
3803,2,2,3,205,0,60
3804,2,2,3,205,0,60
3847,1,0,1,0,0,2
3848,1,0,1,0,0,2
3849,2,2,3,205,0,62
3850,2,2,3,205,0,60
3873,2,2,3,205,0,675
3874,1,0,1,0,0,2
3875,1,0,1,0,0,2
3876,1,0,1,0,0,2
3885,2,2,3,205,0,690
3886,1,0,1,0,0,2
3887,1,0,1,0,0,1
3888,1,0,1,0,0,2
3896,2,2,3,205,0,665
3897,1,0,1,0,0,2
3898,1,0,1,0,0,2
3899,1,0,1,0,0,2
3909,2,2,3,205,0,680
3910,1,0,1,0,0,2
3911,1,0,1,0,0,2
3912,1,0,1,0,0,2
3913,1,0,1,0,0,2
3914,2,2,3,205,0,62
