"test","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)"
"forall",55.92,3.29,59.25,3414712,55.85,3.41,59.30,3414712,56.36,3.32,59.73,3414712
"function-operator",7.18,0.06,7.26,88444,7.38,0.05,7.43,88444,7.26,0.08,7.35,88444
"functions",0.38,0.00,0.38,6420,0.38,0.00,0.38,6420,0.38,0.01,0.39,6420
"gccExtensions",0.47,0.00,0.48,15564,0.46,0.00,0.47,15564,0.47,0.00,0.47,15564
"genericUnion",0.57,0.00,0.58,8748,0.58,0.00,0.58,8744,0.56,0.00,0.56,8748
"globals",9.46,0.14,9.60,111692,9.45,0.14,9.60,111692,9.44,0.13,9.58,111692
"heap",15.36,0.02,15.40,35176,15.59,0.03,15.63,35176,15.39,0.03,15.43,35176
"hello",0.80,0.00,0.81,6700,0.82,0.00,0.82,6700,0.78,0.00,0.79,6700
"identFuncDeclarator",0.38,0.00,0.38,6432,0.37,0.00,0.37,6432,0.36,0.00,0.37,6432
"identity",16.76,0.14,16.90,125360,16.70,0.18,16.89,125360,16.64,0.22,16.87,125360
"identParamDeclarator",0.37,0.00,0.38,6452,0.38,0.00,0.38,6452,0.37,0.00,0.37,6452
"ifwhileCtl",0.90,0.00,0.90,6700,0.92,0.00,0.92,6700,0.90,0.00,0.90,6700
"init_once",0.69,0.00,0.70,6552,0.69,0.00,0.70,6552,0.70,0.00,0.71,6552
"KRfunctions",0.51,0.01,0.52,26212,0.50,0.01,0.52,26212,0.50,0.01,0.51,26212
"labelledExit",0.45,0.00,0.45,6432,0.43,0.00,0.43,6432,0.43,0.00,0.43,6432
"limits",0.88,0.00,0.88,6584,0.90,0.00,0.91,6584,0.88,0.00,0.88,6584
"literals",7.07,0.16,7.24,111652,7.08,0.16,7.25,111652,7.10,0.13,7.24,111652
"matrixSum",15.16,0.03,15.21,52324,15.07,0.04,15.13,52324,15.13,0.04,15.18,52324
"maybe",0.72,0.00,0.72,11036,0.76,0.00,0.76,11036,0.73,0.00,0.73,11036
"memberCtors",0.47,0.00,0.47,6440,0.46,0.00,0.46,6440,0.46,0.00,0.46,6440
"monitor",15.06,0.03,15.10,52328,15.02,0.04,15.07,52328,15.01,0.08,15.10,52328
"nested-types",0.56,0.01,0.58,8644,0.60,0.00,0.61,8644,0.59,0.00,0.59,8644
"numericConstants",0.38,0.00,0.38,6432,0.36,0.00,0.37,6432,0.36,0.00,0.37,6424
"operators",0.45,0.00,0.45,6432,0.45,0.00,0.45,6432,0.44,0.00,0.45,6432
"pingpong",7.63,0.00,7.64,12100,7.66,0.00,7.66,12100,7.66,0.00,7.66,12100
"polymorphism",1.75,0.00,1.75,23688,1.74,0.02,1.77,23688,1.75,0.00,1.76,23680
"preempt",17.16,0.04,17.21,37856,17.10,0.05,17.16,37856,17.14,0.03,17.18,37856
"prodcons",105.55,5.30,110.92,7601112,103.80,5.29,109.16,7601112,103.67,5.14,108.89,7601112
"quickSort",16.68,0.07,16.75,96412,16.74,0.06,16.80,96412,16.66,0.06,16.73,96412
"quoted_keyword",1.09,0.02,1.12,52348,1.12,0.01,1.14,52348,1.10,0.02,1.13,52348
"random",11.45,0.08,11.54,51596,11.42,0.08,11.51,51596,11.44,0.06,11.52,51596
"rational",40.37,0.22,40.62,250488,40.39,0.21,40.64,250472,40.33,0.26,40.62,250488
"recurse",15.95,0.04,16.01,42996,16.00,0.04,16.05,42996,15.97,0.03,16.01,42996
"references",0.66,0.01,0.68,26292,0.66,0.02,0.69,26292,0.66,0.02,0.69,26292
"result",1.06,0.00,1.07,14800,1.07,0.00,1.08,14800,1.04,0.00,1.05,14800
"runningTotal",41.03,2.30,43.36,3349128,41.20,2.21,43.44,3349128,40.95,2.50,43.48,3349128
"self-assignment",0.42,0.00,0.42,6432,0.43,0.00,0.43,6432,0.44,0.00,0.44,6432
"shortCircuit",1.13,0.02,1.15,40520,1.05,0.02,1.08,40520,1.04,0.02,1.07,40520
"simpleGenericTriple",0.78,0.00,0.78,16632,0.78,0.01,0.80,16632,0.78,0.01,0.79,16632
"stdincludes",11.94,0.00,11.94,9512,11.83,0.00,11.83,9512,11.87,0.00,11.87,9512
"switch",0.43,0.00,0.43,6432,0.44,0.00,0.44,6432,0.44,0.00,0.45,6432
"sync",12.86,0.03,12.90,41296,12.80,0.06,12.87,41296,12.86,0.03,12.90,41296
"thread",16.74,0.09,16.84,117304,16.81,0.06,16.88,117304,16.91,0.07,16.99,117304
"tupleCast",0.37,0.00,0.37,6432,0.39,0.00,0.39,6432,0.38,0.00,0.38,6432
"tupleMember",0.72,0.03,0.76,46188,0.74,0.03,0.78,46188,0.71,0.04,0.75,46188
"tuplePolymorphism",0.58,0.03,0.62,41340,0.58,0.02,0.60,41340,0.58,0.02,0.61,41340
"tupleVariadic",2.94,0.03,2.98,32984,2.94,0.02,2.97,32984,2.94,0.02,2.97,32984
"typedefRedef",0.37,0.00,0.37,6432,0.36,0.00,0.36,6432,0.37,0.00,0.37,6432
"typeof",0.37,0.00,0.37,6432,0.36,0.00,0.37,6432,0.36,0.00,0.36,6432
"user_literals",6.57,0.11,6.69,111732,6.62,0.08,6.70,111732,6.56,0.12,6.69,111732
"variableDeclarator",0.38,0.00,0.39,6508,0.38,0.00,0.38,6508,0.38,0.00,0.39,6508
"vector",527.23,6.83,534.28,2714188,528.78,6.88,535.87,2714124,532.69,7.04,539.96,2714232
"voidPtr",0.38,0.00,0.38,6432,0.36,0.00,0.37,6432,0.38,0.00,0.38,6432
"wait",19.34,0.04,19.39,35700,19.29,0.03,19.33,35700,19.30,0.03,19.34,35700
"when",22.07,0.09,22.17,113316,22.06,0.10,22.17,113316,22.10,0.12,22.24,113316
"with-statement",0.58,0.00,0.59,8736,0.57,0.00,0.57,8736,0.58,0.00,0.58,8736
